,Demographic,DBN,School Name,Cohort Year,Total Cohort,Total Grads #,Total Grads %,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropout #,Dropout %,Grad Year,fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Closest LIU Distance,Num of LIU Near,Distance From HFL,Closest HFV,borough
1531,Total Cohort,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STU,2006,75,64,85.3,58,77.3,90.6,20,26.7,31.3,38,50.7,59.4,6,8.0,9.4,10,13.3,0,0.0,2010,2020,25Q281,Q281,East-West School of International Studies,342500011281,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,Q237,46-21 COLDEN STREET,NY,1033735.0,212365.0,-73.821402,40.74943,407.0,20.0,84500.0,4051470001.0,QN22,Flushing,ANTHONY CROMER,Principal,718-353-0009,718-353-3772,25,25,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",407.0,109.0,0.47607864232702984,2,4.972578031540842,Los Chamona Deli Grocery,Queens
1532,Total Cohort,25Q285,WORLD JOURNALISM PREPARATORY: A COLLE,2006,82,71,86.6,66,80.5,93.0,3,3.7,4.2,63,76.8,88.7,5,6.1,7.0,10,12.2,1,1.2,2010,2020,25Q285,Q285,World Journalism Preparatory: A College Board Scho,342500011285,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,Q025,34-65 192 STREET,NY,1042598.0,218015.0,-73.789365,40.764884,411.0,19.0,113900.0,4052610001.0,QN48,Auburndale,JANINE WERNER,Principal,718-461-2219,718-461-2633,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",411.0,111.0,0.5099636184247142,0,6.270512424285658,Paulino Deli Grocery,Queens
1533,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2001,821,361,44.0,210,25.6,58.2,71,8.6,19.7,139,16.9,38.5,151,18.4,41.8,243,29.6,190,23.1,2005,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1534,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2002,853,375,44.0,248,29.1,66.1,58,6.8,15.5,190,22.3,50.7,127,14.9,33.9,221,25.9,207,24.3,2006,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1535,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2003,793,405,51.1,243,30.6,60.0,75,9.5,18.5,168,21.2,41.5,162,20.4,40.0,207,26.1,163,20.6,2007,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1536,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2004,810,487,60.1,326,40.2,66.9,97,12.0,19.9,229,28.3,47.0,161,19.9,33.1,196,24.2,108,13.3,2008,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1537,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2005,699,374,53.5,254,36.3,67.9,57,8.2,15.2,197,28.2,52.7,120,17.2,32.1,164,23.5,118,16.9,2009,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1538,Total Cohort,25Q425,JOHN BOWNE HIGH SCHOOL,2006,688,386,56.1,297,43.2,76.9,68,9.9,17.6,229,33.3,59.3,89,12.9,23.1,138,20.1,142,20.6,2010,2020,25Q425,Q425,John Bowne High School,342500011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1964-07-01T00:00:00.000,Open,Q425,63-25 MAIN STREET,NY,1033068.0,207998.0,-73.823841,40.737448,408.0,24.0,80900.0,4065070001.0,QN37,Kew Gardens Hills,Laura Izzo Iannelli,Principal,718-263-1919,718-575-4069,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.2862134304632706,0,4.199601158549886,Los Chamona Deli Grocery,Queens
1539,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2001,597,257,43.0,195,32.7,75.9,70,11.7,27.2,125,20.9,48.6,62,10.4,24.1,181,30.3,152,25.5,2005,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1540,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2002,636,266,41.8,194,30.5,72.9,44,6.9,16.5,150,23.6,56.4,72,11.3,27.1,185,29.1,164,25.8,2006,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1541,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2003,561,264,47.1,185,33.0,70.1,49,8.7,18.6,136,24.2,51.5,79,14.1,29.9,132,23.5,154,27.5,2007,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1542,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2004,607,299,49.3,241,39.7,80.59999999999998,62,10.2,20.7,179,29.5,59.9,58,9.6,19.4,172,28.3,130,21.4,2008,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1543,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2005,559,290,51.9,238,42.6,82.1,52,9.3,17.9,186,33.3,64.1,52,9.3,17.9,121,21.6,108,19.3,2009,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1544,Total Cohort,25Q460,FLUSHING HIGH SCHOOL,2006,588,332,56.5,281,47.8,84.6,50,8.5,15.1,231,39.3,69.6,51,8.7,15.4,112,19.0,122,20.7,2010,2020,25Q460,Q460,Flushing High School,342500011460,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1915-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225.0,217995.0,-73.82681099999999,40.764891999999996,407.0,20.0,116100.0,4050020001.0,QN22,Flushing,Ignazio Accardi,Principal,718-888-7500,718-886-4255,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407.0,109.0,0.2041024444908604,0,4.785095407693848,Paulino Deli Grocery,Queens
1545,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2001,279,279,100.0,279,100.0,100.0,279,100.0,100.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2005,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1546,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2002,254,252,99.2,252,99.2,100.0,251,98.8,99.6,1,0.4,0.4,0,0.0,0.0,2,0.8,0,0.0,2006,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1547,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2003,274,272,99.3,272,99.3,100.0,269,98.2,98.9,3,1.1,1.1,0,0.0,0.0,2,0.7,0,0.0,2007,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1548,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2004,271,269,99.3,269,99.3,100.0,266,98.2,98.9,3,1.1,1.1,0,0.0,0.0,2,0.7,0,0.0,2008,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1549,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2005,251,250,99.6,250,99.6,100.0,249,99.2,99.6,1,0.4,0.4,0,0.0,0.0,1,0.4,0,0.0,2009,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1550,Total Cohort,25Q525,TOWNSEND HARRIS HIGH SCHOOL,2006,278,278,100.0,278,100.0,100.0,271,97.5,97.5,7,2.5,2.5,0,0.0,0.0,0,0.0,0,0.0,2010,2020,25Q525,Q525,Townsend Harris High School,342500011525,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,Q515,149-11 MELBOURNE AVENUE,NY,1033708.0,207850.0,-73.82153199999999,40.737038,408.0,24.0,80900.0,4065070100.0,QN37,Kew Gardens Hills,Brian Condon,Principal,718-575-5580,718-575-1366,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,1.3197885436609436,0,4.244278119243402,Los Chamona Deli Grocery,Queens
1551,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2001,196,10,5.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,5.1,100.0,176,89.8,10,5.1,2005,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1552,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2002,203,11,5.4,2,1.0,18.2,0,0.0,0.0,2,1.0,18.2,9,4.4,81.8,182,89.7,10,4.9,2006,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1553,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2003,171,14,8.2,6,3.5,42.9,0,0.0,0.0,6,3.5,42.9,8,4.7,57.1,140,81.9,17,9.9,2007,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1554,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2004,121,25,20.7,10,8.3,40.0,0,0.0,0.0,10,8.3,40.0,15,12.4,60.0,85,70.2,10,8.3,2008,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1555,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2005,56,27,48.2,17,30.4,63.0,1,1.8,3.7,16,28.6,59.3,10,17.9,37.0,2,3.6,26,46.4,2009,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1556,Total Cohort,25Q540,QUEENS ACADEMY HIGH SCHOOL,2006,141,31,22.0,19,13.5,61.3,2,1.4,6.5,17,12.1,54.8,12,8.5,38.7,94,66.7,15,10.6,2010,2020,25Q540,Q540,Queens Academy High School,342500011540,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,Q023,138-11 35 AVENUE,NY,1031818.0,218261.0,-73.82827900000001,40.765624,407.0,20.0,88901.0,4049560055.0,QN22,Flushing,James Memola,Principal,718-463-3111,718-886-5015,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",407.0,109.0,0.2877184167486713,0,4.696115140195595,Paulino Deli Grocery,Queens
1557,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2001,113,87,77.0,77,68.1,88.5,28,24.8,32.2,49,43.4,56.3,10,8.800000000000002,11.5,21,18.6,4,3.5,2005,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
1558,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2002,113,73,64.6,60,53.1,82.2,21,18.6,28.8,39,34.5,53.4,13,11.5,17.8,19,16.8,17,15.0,2006,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
1559,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2003,95,73,76.8,59,62.1,80.8,0,0.0,0.0,59,62.1,80.8,14,14.7,19.2,15,15.8,7,7.4,2007,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
1560,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2004,126,87,69.0,79,62.7,90.8,6,4.8,6.9,73,57.9,83.9,8,6.3,9.2,31,24.6,6,4.8,2008,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
1561,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2005,112,85,75.9,71,63.4,83.5,18,16.1,21.2,53,47.3,62.4,14,12.5,16.5,19,17.0,7,6.3,2009,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
1562,Total Cohort,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHO,2006,159,90,56.6,83,52.2,92.2,21,13.2,23.3,62,39.0,68.9,7,4.4,7.8,49,30.8,13,8.2,2010,2020,25Q670,Q670,Robert F. Kennedy Community High School,342500011670,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,Q707,75-40 PARSONS BOULEVARD,NY,1036523.0,203572.0,-73.811408,40.72528,408.0,24.0,77908.0,4068090056.0,QN37,Kew Gardens Hills,ANTHONY BARBETTA,Principal,718-969-5510,718-969-5524,25,25,,,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",408.0,107.0,0.47864280303987405,0,3.987011692542769,Los Chamona Deli Grocery,Queens
